,Alt-Ergo-0.95.2 result,Alt-Ergo-0.95.2 time,Alt-Ergo-1.01 result,Alt-Ergo-1.01 time,CVC3 result,CVC3 time,CVC4 result,CVC4 time,Yices result,Yices time,Z3-4.3.2 result,Z3-4.3.2 time,Z3-4.4.1 result,Z3-4.4.1 time,and,as,avg_op_arity,case,depth,divisor,eps,exists,false,file,float,forall,func,goal,if,iff,impl,int,let,n_branches,n_ops,n_preds,n_quants,not,or,size,theory,true,var,veriT result,veriT time,wild,zero_ar,Z3-4.3.2,CVC3,CVC4,Yices,Z3-4.4.1,veriT,Alt-Ergo-1.01,Alt-Ergo-0.95.2,Predicted Alt-Ergo-0.95.2,Predicted Alt-Ergo-1.01,Predicted CVC3,Predicted CVC4,Predicted Yices,Predicted Z3-4.3.2,Predicted Z3-4.4.1,Predicted veriT,key,rf,best,worst,best time,best result,worst time,worst result,rf time,rf result,rf no time,rf no result
vstte12_tree_reconstruction:ZipperBased:right_nil,Timeout,11.1214069136,Timeout,10.1289798862,Timeout,10.159351761,Timeout,11.0565503302,Unknown,1.9331383674,Timeout,10.1191201316,Timeout,10.1124899494,0.0,0.0,1.7,0.0,9.0,10.0,0.0,0.0,0.0,vstte12_tree_reconstruction.mlw,0.0,2.0,7.0,right_nil,0.0,0.0,2.0,1.0,0.0,6.0,10.0,0.0,2.0,1.0,0.0,18.0,ZipperBased,0.0,5.0,Timeout,10.1158134556,0.0,0.0,30.1191201316,30.159351761,31.0565503302,11.9331383674,30.1124899494,30.1158134556,30.1289798862,31.1214069136,10.0267482877,8.57987100517,8.07885331746,6.86579657613,9.72909730477,9.35690973177,7.90929587854,9.4948528374,vstte12_tree_reconstruction:ZipperBased:right_nil,4Z3Azvya,yZvzA34a,a43AzvZy,74.746850795,Unknown,74.746850795,Timeout,75.746850795,Timeout,74.746850795,Timeout
vacid_0_build_maze:BuildMaze:WP_parameter build_maze,Timeout,11.0795689262,Unknown,0.127274758233,Timeout,10.129384714,Unknown,0.1261262355,Unknown,0.080948014,Valid,2.422579766,Valid,3.1284849222,76.0,0.0,2.123028,0.0,49.0,317.0,0.0,0.0,0.0,vacid_0_build_maze.mlw,0.0,23.0,206.0,WP_parameter build_maze,7.0,8.0,29.0,53.0,3.0,319.0,332.0,15.0,23.0,3.0,0.0,674.0,BuildMaze,0.0,266.0,Unknown,0.0817940769577,0.0,0.0,2.422579766,30.129384714,10.1261262355,10.080948014,3.1284849222,10.081794077,10.1272747582,31.0795689262,12.834588201,9.56169801247,12.4566308034,13.0984325872,13.2047253631,8.09414233519,8.23182332752,13.3031331998,vacid_0_build_maze:BuildMaze:WP_parameter build_maze,zZA3a4yv,zZyv4A3a,a3A4vyZz,2.422579766,Valid,24.7535816471,Valid,2.54985452423,Valid,2.422579766,Valid
bitcount:BitCounting32:WP_parameter proof2,Timeout,11.1504242738,Timeout,10.1676073062,Timeout,10.1631002078,Timeout,10.1913803616,Unknown,0.3823608941,Failure,5.56973860206,Timeout,10.1524736862,18.0,0.0,1.850649,0.0,23.0,154.0,3.0,0.0,0.0,bitcount.mlw,0.0,4.0,130.0,WP_parameter proof2,0.0,0.0,3.0,52.0,3.0,128.0,157.0,0.0,4.0,0.0,0.0,289.0,BitCounting32,0.0,76.0,Unknown,0.185919684692,0.0,0.0,25.5697386021,30.1631002078,30.1913803616,10.3823608941,30.1524736862,10.1859196847,30.1676073062,31.1504242738,14.3963690629,13.2432173303,13.0158298562,13.8387269719,10.6896594535,12.1119793608,13.4156353527,10.8366375951,bitcount:BitCounting32:WP_parameter proof2,yvz3AZ4a,vyzZ3A4a,a4A3Zzyv,57.9630050165,Unknown,57.9630050165,Timeout,58.9630050165,Unknown,57.9630050165,Unknown
bitvector_examples:Hackers_delight:SR1,Timeout,11.1282073234,Timeout,10.136975445,Timeout,10.1334499726,Valid,0.163896225935,Unknown,0.352497001378,Failure,8.1374181508,Valid,0.173760759,1.0,0.0,1.6875,0.0,9.0,16.0,0.0,0.0,0.0,bitvector_examples.mlw,0.0,1.0,14.0,SR1,0.0,0.0,1.0,3.0,0.0,12.0,16.0,0.0,1.0,0.0,0.0,28.0,Hackers_delight,0.0,8.0,Unknown,0.156742390919,0.0,1.0,28.1374181508,30.1334499726,0.163896225935,10.3524970014,0.173760759,10.1567423909,30.136975445,31.1282073234,7.37035928651,6.36190346257,6.02562012216,5.241457841,7.22219944585,6.9703668801,6.57508979387,8.46845095173,bitvector_examples:Hackers_delight:SR1,43AZzyav,4Zvyz3Aa,aA3zyvZ4,0.163896225935,Valid,40.2190510431,Valid,1.16389622594,Valid,0.163896225935,Valid
euler001:SumMultiple:Closed_formula_n_15,Valid,1.5129941258,Timeout,10.1092782498,Valid,0.4489322342,Valid,0.177917348313,Unknown,0.119471922172,Timeout,10.1299980932,Timeout,10.1305544934,1.0,0.0,1.916667,0.0,8.0,12.0,0.0,0.0,0.0,euler001.mlw,0.0,1.0,8.0,Closed_formula_n_15,0.0,0.0,3.0,6.0,0.0,11.0,12.0,0.0,1.0,0.0,0.0,24.0,SumMultiple,0.0,5.0,Unknown,0.16101509652,0.0,0.0,30.1299980932,0.4489322342,0.177917348313,10.1194719222,30.1305544934,10.1610150965,30.1092782498,1.5129941258,8.07506915882,5.80915205278,4.81648983825,6.0439095407,8.93134812865,10.6705710185,10.6105532051,8.30315208804,euler001:SumMultiple:Closed_formula_n_15,3A4avyZz,43ayvAzZ,ZzAvya34,0.177917348313,Valid,32.1633119809,Valid,1.4489322342,Valid,0.4489322342,Valid
mccarthy:McCarthy91:WP_parameter f91_nonrec,Valid,0.988951361143,Valid,0.2304263858,Valid,0.168021234529,Timeout,10.098768454,Timeout,10.0667520984,Valid,0.10255538228,Valid,0.10165227732,13.0,0.0,2.079545,0.0,17.0,88.0,0.0,0.0,0.0,mccarthy.mlw,0.0,6.0,68.0,WP_parameter f91_nonrec,2.0,0.0,5.0,36.0,0.0,88.0,90.0,2.0,6.0,0.0,2.0,184.0,McCarthy91,0.0,52.0,Unknown,0.508626253875,0.0,0.0,0.10255538228,0.168021234529,30.098768454,30.0667520984,0.10165227732,10.5086262539,0.2304263858,0.988951361143,9.40440107206,8.08940240584,8.17426085524,9.80710287044,8.19789168715,9.26399970194,9.54903871767,9.0616066766,mccarthy:McCarthy91:WP_parameter f91_nonrec,A3yvzaZ4,Zz3Aavy4,4yvaA3zZ,0.10165227732,Valid,21.6630981674,Valid,0.2304263858,Valid,0.2304263858,Valid
bitvector_examples:Hackers_delight:DM5,Timeout,11.134109651,Timeout,10.148143857,Unknown,0.837147234322,Valid,0.1539169456,Unknown,0.342560941409,Failure,5.5958994458,Valid,0.146652816903,0.0,0.0,1.6,0.0,5.0,5.0,0.0,0.0,0.0,bitvector_examples.mlw,0.0,1.0,5.0,DM5,0.0,0.0,0.0,1.0,0.0,3.0,5.0,0.0,1.0,0.0,0.0,9.0,Hackers_delight,0.0,2.0,Unknown,0.2142349428,0.0,0.0,25.5958994458,10.8371472343,0.1539169456,10.3425609414,0.146652816903,10.2142349428,30.148143857,31.134109651,9.43572942294,8.80502086952,7.60339353619,2.35493526592,8.85149664008,9.59915302581,5.19883715082,7.98083848867,bitvector_examples:Hackers_delight:DM5,4Z3vAyaz,Z4vy3zAa,aAz3yv4Z,0.146652816903,Valid,28.4260130179,Valid,1.1539169456,Valid,0.1539169456,Valid
fib_memo:FibMemo:WP_parameter memo_fibo,Valid,0.11735799746,Valid,0.087220161,Valid,0.0783246711951,Valid,0.1180486624,Valid,0.0979107668953,Valid,0.0988511806267,Valid,0.0995275333684,8.0,0.0,1.857143,0.0,16.0,42.0,0.0,0.0,0.0,fib_memo.mlw,0.0,5.0,28.0,WP_parameter memo_fibo,0.0,0.0,5.0,8.0,1.0,33.0,42.0,0.0,5.0,0.0,0.0,79.0,FibMemo,0.0,24.0,Timeout,10.0705260684,0.0,1.0,0.0988511806267,0.0783246711951,0.1180486624,0.0979107668953,0.0995275333684,30.0705260684,0.087220161,0.11735799746,4.01305819153,3.02337585471,2.41833948958,4.30385523967,5.52370176472,4.13849149175,3.92723309017,5.28135077712,fib_memo:FibMemo:WP_parameter memo_fibo,3AZaz4vy,3AyzZa4v,v4aZzyA3,0.0783246711951,Valid,10.1885747308,Valid,0.087220161,Valid,0.0783246711951,Valid
hackers-delight:Hackers_delight:Aq,Timeout,11.1010216358,Timeout,10.1205089102,Timeout,10.110850672,Valid,0.236177577987,Unknown,0.302488524095,Timeout,10.126231023,Valid,0.15597239922,0.0,0.0,1.666667,0.0,5.0,6.0,0.0,0.0,0.0,hackers-delight.mlw,0.0,1.0,6.0,Aq,0.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,1.0,0.0,0.0,11.0,Hackers_delight,0.0,4.0,Unknown,0.15628756504,0.0,1.0,30.126231023,30.110850672,0.236177577987,10.3024885241,0.15597239922,10.156287565,30.1205089102,31.1010216358,12.8632338956,12.2808817166,10.7632436382,2.19136336833,10.0931357666,10.9742429197,3.86495718177,9.70242508678,hackers-delight:Hackers_delight:Aq,4Zvy3zAa,Z4vy3Aza,azA3yv4Z,0.15597239922,Valid,42.1535659081,Valid,1.23617757799,Valid,0.236177577987,Valid
resizable_array:ResizableArrayImplem:WP_parameter resize,Valid,0.214277075562,Valid,0.158467256948,Valid,0.1523544144,Valid,0.1641516918,Valid,0.12276235069,Valid,0.140982567205,Valid,0.151329760643,42.0,0.0,2.126582,0.0,22.0,158.0,0.0,0.0,0.0,resizable_array.mlw,0.0,17.0,93.0,WP_parameter resize,1.0,0.0,19.0,32.0,2.0,161.0,159.0,1.0,17.0,0.0,2.0,337.0,ResizableArrayImplem,0.0,129.0,Valid,0.371409308583,0.0,0.0,0.140982567205,0.1523544144,0.1641516918,0.12276235069,0.151329760643,0.371409308583,0.158467256948,0.214277075562,10.2509470901,6.91834098155,9.17480351186,12.2633123304,12.0230713095,9.17616300896,9.15562560377,11.9298976447,resizable_array:ResizableArrayImplem:WP_parameter resize,AZ3zavy4,yzZ3A4av,va4A3Zzy,0.12276235069,Valid,0.371409308583,Valid,0.158467256948,Valid,0.158467256948,Valid
tree_of_list:TreeOfList:WP_parameter tree_of_list,Valid,0.187318554897,Valid,0.154496306771,Timeout,10.1658852176,Valid,0.216804188639,Unknown,0.118492649623,Valid,0.189753721222,Valid,0.195406374615,8.0,0.0,1.755556,0.0,15.0,45.0,0.0,0.0,0.0,tree_of_list.mlw,0.0,2.0,31.0,WP_parameter tree_of_list,0.0,0.0,3.0,9.0,3.0,34.0,45.0,0.0,2.0,0.0,0.0,80.0,TreeOfList,0.0,24.0,Unknown,0.1304955335,0.0,1.0,0.189753721222,30.1658852176,0.216804188639,10.1184926496,0.195406374615,10.1304955335,0.154496306771,0.187318554897,7.06951538685,5.81095093983,5.65060520523,6.22199617257,7.04384688704,7.16287004802,7.51535546841,6.91896603717,tree_of_list:TreeOfList:WP_parameter tree_of_list,3A4vyazZ,AazZ4yv3,3vy4ZzaA,0.154496306771,Valid,10.6316775894,Valid,0.154496306771,Valid,10.3203815244,Valid
binary_search:BinarySearchAnyMidPoint:WP_parameter binary_search,Valid,0.175553835125,Valid,0.2046775732,Unknown,3.3884901346,Valid,0.190791917,Valid,0.188528551583,Valid,0.183848922383,Valid,0.176841701121,33.0,0.0,2.153226,0.0,23.0,124.0,0.0,0.0,0.0,binary_search.mlw,0.0,11.0,75.0,WP_parameter binary_search,3.0,0.0,15.0,22.0,0.0,130.0,127.0,3.0,11.0,1.0,0.0,268.0,BinarySearchAnyMidPoint,0.0,108.0,Timeout,10.1608109376,0.0,0.0,0.183848922383,13.3884901346,0.190791917,0.188528551583,0.176841701121,30.1608109376,0.2046775732,0.175553835125,4.50304374672,3.11378672102,5.29494893965,5.66062647777,6.23687617277,4.58910906559,4.6258947448,7.86132446953,binary_search:BinarySearchAnyMidPoint:WP_parameter binary_search,AazZ34yv,aZzy4A3v,v3A4yzZa,0.175553835125,Valid,13.7539786454,Valid,0.2046775732,Valid,0.2046775732,Valid
sudoku:Grid:subset_valid_chunk,Valid,0.249144045083,Valid,0.269479105429,Unknown,0.508604826,Valid,0.2527961892,Unknown,0.251030713667,Valid,0.251132144267,Valid,0.25138379,2.0,0.0,2.555556,0.0,8.0,9.0,0.0,0.0,0.0,sudoku.mlw,0.0,2.0,5.0,subset_valid_chunk,0.0,0.0,2.0,0.0,0.0,13.0,9.0,0.0,2.0,0.0,0.0,24.0,Grid,0.0,13.0,Failure,2.7452902254,0.0,0.0,0.251132144267,10.508604826,0.2527961892,10.2510307137,0.25138379,22.7452902254,0.269479105429,0.249144045083,6.45075176319,5.1692631379,4.55896984648,4.65250668577,7.04797231878,6.68307029263,6.0366735504,6.73884392141,sudoku:Grid:subset_valid_chunk,34AZazvy,azZ4Ay3v,v3yA4Zza,0.249144045083,Valid,3.7744048705,Valid,0.269479105429,Valid,0.7614010152,Valid
binary_sqrt:BinarySqrt:WP_parameter sqrt_main,Valid,0.093191203,Valid,0.112128171727,Valid,0.081922052,Valid,0.100575178086,Unknown,0.083417809407,Valid,0.0836417674,Valid,0.106606819214,7.0,0.0,2.034483,0.0,10.0,29.0,0.0,0.0,0.0,binary_sqrt.mlw,4.0,2.0,20.0,WP_parameter sqrt_main,0.0,0.0,2.0,3.0,0.0,29.0,29.0,0.0,2.0,0.0,0.0,60.0,BinarySqrt,0.0,22.0,Unknown,0.0725940440741,0.0,0.0,0.0836417674,0.081922052,0.100575178086,10.0834178094,0.106606819214,10.0725940441,0.112128171727,0.093191203,3.96478883911,2.83333403138,2.78941630261,4.73375115911,5.79914005243,5.92315523672,5.31543248425,5.25314413628,binary_sqrt:BinarySqrt:WP_parameter sqrt_main,3Aa4vZyz,3za4ZAvy,yvAZ4az3,0.081922052,Valid,0.268140025208,Valid,0.112128171727,Valid,0.081922052,Valid
binary_search:BinarySearchInt32:WP_parameter binary_search,Timeout,11.2011654558,Valid,0.9576454528,Timeout,10.1901510692,Valid,0.889615592125,Unknown,0.4227765474,Failure,6.38060739933,Valid,0.2239785068,45.0,0.0,1.707904,0.0,55.0,291.0,0.0,0.0,0.0,binary_search.mlw,0.0,24.0,216.0,WP_parameter binary_search,3.0,3.0,28.0,27.0,0.0,183.0,297.0,6.0,24.0,2.0,0.0,498.0,BinarySearchInt32,0.0,150.0,Unknown,0.238496411857,0.0,6.0,26.3806073993,30.1901510692,0.889615592125,10.4227765474,0.2239785068,10.2384964119,0.9576454528,31.2011654558,10.4840812343,7.76434657021,9.05670000895,10.4235180481,10.2735749402,8.08550879639,8.15544559493,12.3401699061,binary_search:BinarySearchInt32:WP_parameter binary_search,AzZ3y4av,Z4Avyz3a,a3zyvA4Z,0.2239785068,Valid,29.3908423364,Valid,0.9576454528,Valid,0.9576454528,Valid
same_fringe:Test:WP_parameter test5,Valid,0.112223885553,Valid,0.11397020385,Valid,0.09366805682,Valid,0.11732634517,Valid,0.09152204409,Valid,0.115610575128,Valid,0.114947761176,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,same_fringe.mlw,0.0,0.0,0.0,WP_parameter test5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Test,1.0,0.0,Valid,0.0887173623412,0.0,0.0,0.115610575128,0.09366805682,0.11732634517,0.09152204409,0.114947761176,0.0887173623412,0.11397020385,0.112223885553,0.172429784059,0.171775069407,0.111921691717,0.420161613325,0.338431200258,0.415043047436,0.41627073331,0.308849054095,same_fringe:Test:WP_parameter test5,3AavyzZ4,vy3aAZz4,4zZAa3yv,0.0887173623412,Valid,0.11732634517,Valid,0.11397020385,Valid,0.09366805682,Valid
knuth_prime_numbers:PrimeNumbers:WP_parameter bench,Valid,0.15607384625,Valid,0.156000613727,Valid,0.157089735954,Valid,0.16985480007,Valid,0.147345726088,Valid,0.164021657955,Valid,0.16368115465,22.0,0.0,2.013333,0.0,24.0,75.0,0.0,0.0,0.0,knuth_prime_numbers.mlw,0.0,1.0,43.0,WP_parameter bench,0.0,0.0,10.0,53.0,0.0,76.0,75.0,0.0,1.0,0.0,0.0,152.0,PrimeNumbers,0.0,23.0,Valid,0.1254898135,0.0,0.0,0.164021657955,0.157089735954,0.16985480007,0.147345726088,0.16368115465,0.1254898135,0.156000613727,0.15607384625,1.83224992108,1.68764138104,1.12935910331,1.78861959667,1.52354336675,0.9442228998,0.978118343219,1.90184418719,knuth_prime_numbers:PrimeNumbers:WP_parameter bench,zZ3yA4av,vyAa3Zz4,4zZ3aAyv,0.1254898135,Valid,0.16985480007,Valid,0.156000613727,Valid,0.164021657955,Valid
gcd:BinaryGcd:gcd_odd_odd2,Valid,0.197777920537,Valid,0.224198419152,Timeout,10.1060952838,Timeout,10.1768979404,Unknown,0.137393754833,Timeout,10.134814488,Timeout,10.128859088,1.0,0.0,1.923077,0.0,9.0,13.0,0.0,0.0,0.0,gcd.mlw,0.0,1.0,9.0,gcd_odd_odd2,0.0,0.0,3.0,2.0,0.0,12.0,13.0,0.0,1.0,0.0,0.0,26.0,BinaryGcd,0.0,10.0,Unknown,0.126330296348,0.0,0.0,30.134814488,30.1060952838,30.1768979404,10.1373937548,30.128859088,10.1263302963,0.224198419152,0.197777920537,5.99123044482,4.91894252682,6.64952292816,7.08326425586,9.45611926093,7.90077401152,7.82584907035,7.20825410057,gcd:BinaryGcd:gcd_odd_odd2,Aa34vZzy,aAvy3Zz4,4zZ3yvAa,0.197777920537,Valid,41.0345892705,Valid,0.224198419152,Valid,0.224198419152,Valid
vstte12_ring_buffer:RingBuffer:WP_parameter clear,Valid,0.183859680872,Valid,0.187391810652,Valid,0.196212471028,Valid,0.21822799056,Valid,0.1659649298,Valid,0.19236489448,Valid,0.200593894,17.0,0.0,1.938272,0.0,20.0,81.0,0.0,0.0,0.0,vstte12_ring_buffer.mlw,0.0,5.0,55.0,WP_parameter clear,0.0,0.0,9.0,11.0,0.0,74.0,81.0,0.0,5.0,0.0,0.0,158.0,RingBuffer,0.0,61.0,Valid,0.17297676356,0.0,2.0,0.19236489448,0.196212471028,0.21822799056,0.1659649298,0.200593894,0.17297676356,0.187391810652,0.183859680872,6.00546451854,4.49074053143,4.03295834082,5.15380492992,5.5876317296,5.52858257854,5.43797462812,7.408632985,vstte12_ring_buffer:RingBuffer:WP_parameter clear,3A4Zzyav,yvaAz3Z4,4Z3zAavy,0.1659649298,Valid,0.21822799056,Valid,0.187391810652,Valid,0.196212471028,Valid
vstte12_ring_buffer:RingBufferSeq:WP_parameter push,Valid,0.220425959207,Valid,0.2084924375,Valid,0.236568527594,Valid,0.24567242415,Valid,0.177011169871,Valid,0.197203529636,Valid,0.191927411391,22.0,0.0,2.14,0.0,24.0,100.0,0.0,0.0,0.0,vstte12_ring_buffer.mlw,0.0,6.0,67.0,WP_parameter push,3.0,0.0,10.0,14.0,1.0,106.0,103.0,3.0,6.0,0.0,0.0,215.0,RingBufferSeq,0.0,92.0,Timeout,10.156569513,0.0,0.0,0.197203529636,0.236568527594,0.24567242415,0.177011169871,0.191927411391,30.156569513,0.2084924375,0.220425959207,7.84947496629,6.64853088377,8.18442538067,9.28644222521,8.08660412688,8.41794314469,8.44808160719,9.77020006177,vstte12_ring_buffer:RingBufferSeq:WP_parameter push,Aay3zZ4v,yZzAa34v,v43aAzZy,0.177011169871,Valid,10.4022419371,Valid,0.2084924375,Valid,0.2084924375,Valid
verifythis_fm2012_LRS:LCP:not_common_prefix_if_last_char_are_different,Valid,0.150753075472,Valid,0.15191381642,Unknown,0.165815422302,Timeout,11.1440461282,Timeout,10.1245428284,Valid,0.159935173771,Valid,0.16580053869,3.0,0.0,1.95,0.0,10.0,20.0,0.0,0.0,0.0,verifythis_fm2012_LRS.mlw,0.0,1.0,14.0,not_common_prefix_if_last_char_are_different,0.0,0.0,1.0,2.0,0.0,19.0,20.0,0.0,1.0,2.0,0.0,40.0,LCP,0.0,17.0,Valid,0.131397992952,0.0,0.0,0.159935173771,10.1658154223,31.1440461282,30.1245428284,0.16580053869,0.131397992952,0.15191381642,0.150753075472,6.7788242729,6.01228604098,6.5994093129,7.39385563829,9.71669192572,8.17876606754,7.41509174361,7.41728024565,verifythis_fm2012_LRS:LCP:not_common_prefix_if_last_char_are_different,A3a4Zvzy,vaAzZ3y4,4y3ZzAav,0.131397992952,Valid,21.6002049176,Valid,0.15191381642,Valid,0.15191381642,Valid
gcd:BinaryGcd:div_nonneg,Valid,0.12932453709,Valid,0.129760485365,Valid,0.131591257947,Valid,0.143328447652,Valid,0.127408601585,Valid,0.132751747,Valid,0.1181272484,0.0,0.0,2.25,0.0,5.0,4.0,0.0,0.0,0.0,gcd.mlw,0.0,1.0,3.0,div_nonneg,0.0,0.0,1.0,3.0,0.0,5.0,4.0,0.0,1.0,0.0,0.0,10.0,BinaryGcd,0.0,2.0,Valid,0.12078154585,0.0,0.0,0.132751747,0.131591257947,0.143328447652,0.127408601585,0.1181272484,0.12078154585,0.129760485365,0.12932453709,1.59512810477,1.56922464072,2.31442947199,2.80611395031,7.3935235194,2.17899908985,2.9158918077,5.02785245184,gcd:BinaryGcd:div_nonneg,Aaz34Zvy,ZvyaA3z4,4z3AayvZ,0.1181272484,Valid,0.143328447652,Valid,0.129760485365,Valid,0.129760485365,Valid
flag2:Flag:nb_occ_store_outside_up,Valid,0.096067147,Valid,0.0979409688621,Valid,0.0805696624754,Valid,0.10309739375,Valid,0.07715897561,Valid,0.100357544357,Valid,0.102141377255,1.0,0.0,2.75,0.0,6.0,8.0,0.0,0.0,0.0,flag2.mlw,0.0,1.0,6.0,nb_occ_store_outside_up,0.0,0.0,1.0,0.0,0.0,14.0,8.0,0.0,1.0,0.0,0.0,23.0,Flag,0.0,14.0,Timeout,10.0709776428,0.0,0.0,0.100357544357,0.0805696624754,0.10309739375,0.07715897561,0.102141377255,30.0709776428,0.0979409688621,0.096067147,5.8543340983,5.32580369559,7.39835775755,5.81073385602,8.55579645998,7.55473587391,6.53950808028,9.33763542406,flag2:Flag:nb_occ_store_outside_up,A4aZ3zyv,y3aAzZ4v,v4ZzAa3y,0.07715897561,Valid,10.1740750365,Valid,0.0979409688621,Valid,0.0979409688621,Valid
vstte10_queens:NQueens63:WP_parameter check_is_consistent,Valid,2.1952384652,Valid,0.278558649,Valid,0.961156913,Valid,0.2781568763,Valid,0.203386135137,Valid,0.176207160133,Valid,0.191594228679,23.0,0.0,1.63253,0.0,45.0,166.0,0.0,0.0,0.0,vstte10_queens.mlw,0.0,11.0,122.0,WP_parameter check_is_consistent,0.0,1.0,15.0,16.0,3.0,96.0,167.0,1.0,11.0,3.0,0.0,272.0,NQueens63,0.0,78.0,Unknown,0.174855502489,0.0,2.0,0.176207160133,0.961156913,0.2781568763,0.203386135137,0.191594228679,10.1748555025,0.278558649,2.1952384652,12.4414993594,9.82211573434,10.5985989284,12.3512417815,11.1526509356,11.7340477702,12.3090450392,11.5886583661,vstte10_queens:NQueens63:WP_parameter check_is_consistent,A3yvzZ4a,zZy4A3av,va3A4yZz,0.176207160133,Valid,2.37009396769,Valid,0.278558649,Valid,0.278558649,Valid
hackers-delight:Hackers_delight:Aj,Timeout,11.096628119,Valid,2.9271637704,Valid,1.653676443,Valid,0.156940656103,Unknown,0.3020033512,Timeout,10.1144771164,Valid,0.126939691189,0.0,0.0,1.666667,0.0,6.0,6.0,0.0,0.0,0.0,hackers-delight.mlw,0.0,1.0,6.0,Aj,0.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,1.0,0.0,0.0,11.0,Hackers_delight,0.0,4.0,Unknown,0.15008958825,0.0,1.0,30.1144771164,1.653676443,0.156940656103,10.3020033512,0.126939691189,10.1500895882,2.9271637704,31.096628119,12.7036494772,12.1413301428,10.7016310579,2.27788365566,10.0335959022,10.9363649389,4.13755881076,9.80069036991,hackers-delight:Hackers_delight:Aj,4Zvy3zAa,Z43Avyza,azyvA34Z,0.126939691189,Valid,24.5903619453,Valid,1.1569406561,Valid,0.156940656103,Valid
euler001:SumMultiple:div_15,Valid,0.129952571708,Valid,0.137151780554,Valid,0.109576492926,Valid,0.138893360522,Unknown,0.103508890877,Valid,0.134019689548,Valid,0.138585217506,0.0,0.0,2.25,0.0,5.0,4.0,0.0,0.0,0.0,euler001.mlw,0.0,1.0,3.0,div_15,0.0,0.0,1.0,3.0,0.0,5.0,4.0,0.0,1.0,0.0,0.0,10.0,SumMultiple,0.0,2.0,Unknown,0.0977528831528,0.0,0.0,0.134019689548,0.109576492926,0.138893360522,10.1035088909,0.138585217506,10.0977528832,0.137151780554,0.129952571708,1.59512810477,1.56922464072,2.31442947199,2.80611395031,7.3935235194,2.17899908985,2.9158918077,5.02785245184,euler001:SumMultiple:div_15,Aaz34Zvy,3azAZ4vy,yv4ZAza3,0.109576492926,Valid,0.340155134552,Valid,0.137151780554,Valid,0.137151780554,Valid
sudoku:Test:valid_values_solvable,Timeout,11.217526863,Timeout,10.2620713244,Valid,0.295270120963,Timeout,10.2865154306,Valid,8.368504417,Valid,0.300377590304,Valid,0.3170689446,0.0,0.0,0.5,0.0,2.0,2.0,0.0,0.0,0.0,sudoku.mlw,0.0,0.0,2.0,valid_values_solvable,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,Test,0.0,0.0,Failure,2.6906777592,0.0,1.0,0.300377590304,0.295270120963,30.2865154306,8.368504417,0.3170689446,22.6906777592,30.2620713244,31.217526863,1.09943129389,1.0471046432,0.712817220626,0.975048914745,1.43123437882,1.3255007607,1.04960625215,1.03875959414,sudoku:Test:valid_values_solvable,34vAZazy,3zZyvA4a,a4AvyZz3,0.295270120963,Valid,42.8252957942,Valid,1.29527012096,Valid,0.295270120963,Valid
hackers-delight:Utils_Spec:WP_parameter numof_or,Timeout,11.1018665758,Timeout,10.1179297044,Valid,0.302578375727,Valid,0.6875392277,Unknown,0.310716815872,Timeout,10.122552124,Valid,0.159516001871,2.0,0.0,2.448276,0.0,9.0,29.0,0.0,0.0,0.0,hackers-delight.mlw,0.0,1.0,25.0,WP_parameter numof_or,1.0,0.0,1.0,2.0,1.0,41.0,30.0,1.0,1.0,0.0,0.0,72.0,Utils_Spec,0.0,39.0,Unknown,0.138344834575,0.0,0.0,30.122552124,0.302578375727,0.6875392277,10.3107168159,0.159516001871,10.1383448346,30.1179297044,31.1018665758,7.82167279989,6.72430362431,5.85427633131,6.68396311852,10.0498826685,8.61416674983,6.30423847429,8.3146277522,hackers-delight:Utils_Spec:WP_parameter numof_or,3Z4Aavzy,Z34vyAza,azAyv43Z,0.159516001871,Valid,32.4789492823,Valid,1.30257837573,Valid,0.302578375727,Valid
